idx,class,conversation
549,갈취 대화,"김사장님 별일 없으세요 ?
자네가 여긴 어쩐 일인가.
아니 말씀을 참 섭섭하게 하시네. 인사정도도 가볍게 못합니까
아니 자네가 그럴 의도로 올 사람이 아니라는 걸 알기 때문이지.
크. 김사장님은 역시 눈치가 빨라서 참 좋단말이지.
그래서 바라는게 뭔가 이번엔 
이번에 사업 확장하신다는 소리를 들었는데 그 만큼 회사가 많이 큰데에는 제 몫도 있지 않겠습니까.
자네 ? 자네가 뭘 도왔단 말인가.
와 이렇게 나오시면 섭섭하죠. 그 동안 제가 애들 관리 다 해줘서 별 탈 없이 지금 자리 유지하시는거 아닙니까.
자네가 자네 애들을 우리 회사에 풀어놓고 날 감시한 것 아닌가?
그렇게 말씀하시면 서운합니다. 사장님 그럼 우리 애들이 도움이 안됐다는 건가요 허 참
그래. 그래서 뭘 원하는가.
큰 거 두장만 주시면 됩니다. 그럼 이제 더 이상 사장님 사업에 저희 애들 개입 안시키고 얌전히 가겠습니다.
큰 거 두장? 그게 갑자기 어떻게 생기나. 지금 시기가 어려운 거 자네도 알지 않나.
아니 뭐 사업 확장은 종이 쪼가리로 한답니까? 다 있으신 거 압니다. 내일 다시 오겠습니다. 사장님. 후회할 짓 하지는 마시고요."
550,직장 내 괴롭힘 대화,"야 종민아.
넵?
어우 내가 엊그제 당직을 서서 몸이 좀 뻐근한데 행보관님이 나한테 치장창고 작업을 맡기셨네?
종훈이한테 용사 몇 명 데리고 올라가라 하겠습니다.
내가 널 시켰지 종훈이를 시켰냐? 너 임관한지 얼마나 됐지?
이제 5개월 됐습니다.
5개월이나 됐는데 아직도 그모양이냐? 어휴 전역이나 할것이지 무슨 임관을 쳐 한다고.
죄송합니다. 제가 용사들 인솔해서 작업하고 오겠습니다.
그래 죄송하면 빨리 가서 해라. 열 올라오니까.
네 알겠습니다."
551,협박 대화,"너 한번만 더그러면 죽여버린다
죄송합니다
확실히 이야기해 너 목숨이달렸어
죄송합니다
한대 맞아야 정신차리냐?
아니요
집 어디야. 사는 곳 끝까지 쫓아갈까?
죄송합니다
다음에 만나면 진짜 죽는다 너
네 죄송해요"
552,갈취 대화,"야야 버스비가 없는데 오천원만 빌려주라
너 저번에도 버스비 빌려간거 안갚았자나.
담주에 알바비 들어오면 갚을게
지난주에도 오늘까지 준다고 했자나
야 내가 큰돈 빌려달라는거도 아니고 쪼잔하게 왜 그러냐
그건 그렇지만.
마지막으로 오천원 좀 빌려줘
알겠어."
553,직장 내 괴롭힘 대화,"야 최대리 이리와바.
너는 머리가 없냐?
아닙니다.
아니면 키보드를 만질 손이 없냐?
아니에요.
글을 이따위로 쓰면 어떡해?
죄송합니다.
너 승진하고싶지?
네.
아주 이 기회에 날리고 싶어?
아닙니다. 수정하겠습니다.
앞으로는 일 똑바로해. 승진 막기전에
네 똑바로 하겠습니다."
554,기타 괴롭힘 대화,"야 너 내가 카톡하면 10초 안에 보라고 했지
 아. 어. 미안
 근데 왜이렇게 늦어? 정말 맞고 싶냐?? 너 그리고 게임 레벨도 올려놓으라 했지
 아 미. 미안. 내가 시간이 없었어
 시간.? 나는 그럼 뭐 시간이 많냐? 그리고 빵은? 빵사오라 했자나!!
 아. 응. 그 그런데 내가 돈이 없어서
 돈?? 야 장난하냐.? 니가 알아서 빌리건지 구걸을 하던지 알아서 해야할거 아냐 아
 아. 그.
 야야 빨리 가 나 배고프니까
 날 괴롭히지마."
555,갈취 대화,"돈 좀 있냐
 나 돈 없어.
 그럼 니 동생한테 받아도되냐
 왜 맨날 돈 맡겨둔것처럼 그러는거야.
 아니 나중에 다 갚겠다고
 나 진짜 돈 없어
 알겠어 그럼 어쩔수없지 니 동생 번호가 01029382827이던가?
 진짜 이번이 빌려주는거 마지막이야.내 동생은 건드리지마
 처음부터 그냥 주면 좋았잖냐
 진짜 마지막이야 이게.이제는 정말 돈 없어."
556,직장 내 괴롭힘 대화,"김사원 밥 먹었어?
네 먹었습니다.
혼자서도 밥 잘 먹나봐
아.
그나저나 송대리네하고는 밥 같이 못 먹나봐?하긴.자기 성격에 그쪽에 끼긴 그렇지?
아 송대리님은 그 동료분들이랑 친하신 것 같아서.
어머 자기 몰랐어?여기 송대리네랑 안 친한건 자기뿐인거 같던데
아.제가 좀 내성적이라.고쳐야 하나봐요.
회사라서 이렇지 자기 어디 가서 그러면 안되겠다왕따 당할 수도 있잖아
아.?네.잘 하겠습니다
자기 기분 상한 거 아니지?이게 다 자기 생각해서 해주는 말이야
네.알죠!"
557,직장 내 괴롭힘 대화,"영태야 돈좀줘
내가 돈이 어딨냐
없어? 다 뒤진다
진짜 없어
아씨 빨리 내놓으라고 지금저거 먹어야된다고
없다니까
한대 쳐맞기 전에 내놔
하.여기.
역시 우리 영태 최고!
그래."
558,직장 내 괴롭힘 대화,"김대리. 오늘까지 서류작업 좀 마무리 해줘.
부장님 5분 뒤에 퇴근 시간인데요.?
그걸 내가 몰라서 하는 소리인 것 같아?
저 오늘 뒤에 약속이 있어서 힘들 것 같습니다.
응 그러면 그거 하고 약속 가면 되겠네
부장님 이거 양이 얼마나 되는지 아시지 않습니까.
김대리 일 잘하니까 할 수 있어. 화이팅!!
정말 너무 하십니다 부장님.
부탁하네. 나는 이만 퇴근해 보도록 하지.
예 수고하셨습니다."
559,협박 대화,"너지?
뭐가?
내가 전직장에서 불미스러운 일에 엮여서 회사 여기로 옮긴거말이야
그게왜?
여기 회사에서도 그런 말이 돌아서 다들 나를 피하더라고
그게 나랑 무슨 상관인데?
아는게 너밖에 없거든
그래서 내가 소문냈다는거야?
어 그래서 나도 너를 불미스러운 소문에 휩싸이게 죽도록 패줄까봐 얼굴도 못들고 다니게 얼마나 창피하냐 나이 35살 먹어서 맞아서 코가 뿌러졌다고 소문나면?
나아니야 오해하지말아"
560,협박 대화,"왜.왜이래.!
너 때문에 내 모든게 다 엉망이됐어! 근데 왜 너는 아무렇지 않은건데? 왜 나만 고통 받는건데?
그만해.!!너 제정신 아니야!
하 그래 제정신 아니야 나. 어떻게 제정신일수 있겠어! 거가 고통받은 만큼 너도 고통받아야해!내가 똑같이 돌려줄거야!
도대체 내가 뭘 어쨌다고 이래!
어쨌다고 이래? 하 어쨌다고 이래??
그래 대체 내가 너한테 뭘 잘못했는데!
사람이 죽기 전에는 잘못한것도 파노라마처럼 스쳐지나간대 내가 너한테 그 경험을 주지 죽어!!!!!죽여버릴거야!!!!!!
저리가.저리!!!"
561,협박 대화,"김사장 이건 상도덕이 아니지
박사장 미안하네 그래도 거리도 있고
아니 한동네 안에서 비슷한 업종으로 가게 내면 다 죽자는거아니야?
미안하네. 그래서 내가 외곽으로 자리 잡았네
그러면 다야?
자네 기존 고객도 안올테고 너무 걱정말게나 미안하네
아니 상도덕이 이렇게 없는 사람인지 몰랐네 내가 너무 분하고 억울해서 잠을 못잔지 며칠째네 이건 다 같이 죽자는거 아닌가?
미안하네.
그러지말고 다같이 죽세 내가 오늘 밤 자네 집에 불 지르고 나도 뒤따를테니 다같이 죽자
왜그러나. 자네
다같이 콱 디져버리게 다 !!"
562,직장 내 괴롭힘 대화,"일 더 있나요? 이제 퇴근시간도 한참지났는데요
가긴 어딜가 더 해야지
이런 적 하루이틀 아니잖아요
아 좀 그냥 시키면 해
근데 저번엔 제가 한 실적들 다 다른사람으로 넣으셨더라고요
뭔 말도 안되는 소리야
저도 알고 있고요 그만 좀 그러세요
뭐 더 너에 대해서 깔 건 많은데?
저도 알고 있다고요 실적.뒷담화 전부요
그래 이런식으로 나오면 나도 더 해야지"
563,갈취 대화,"이봐! 나좀 보시지
누구신지?
좋은말 할 때 주머니에 있는거 다 내놔!
무.무슨 돈이?
아 씨발 아까 소새끼 판거 봤다구!
그걸 왜 당신한테 줍니까?
깡패 체면에 칼 안쓸려고 했는데.내놓으라구!
아.안됩니다!
뭐야? 배에 숨구멍 내줄까? 여러군데서 숨쉬게 확!
아. 안돼요 그냥 보내주세요"
564,기타 괴롭힘 대화,"야 찐따야.
? 지금 나 말하는거야?
그럼 너밖에 더 있겠냐?
왜 내가 찐따야?
쟤 진짜 모르나봐.
계속 찐따처럼 행동하니까 그렇지.
찐따처럼 생기고.
너네보다는 괜찮게 생기고 잘 행동하는데?
와. 우리 찐따 우리 눈도 쳐다볼 수 있고 잘 말하네? 아이구 기특하다.
아 쫌 내둬.
이 찐따가 겁을 상실했네. 이게 맞을려고."
565,갈취 대화,"야 이번달 수금시간이야
헉 미안해 이것밖에 준비못햇어
이자식이 내가분명이야기햇지 한달에 5만원이라고 근데 3만원뿐이못구해와?
엄마에게 참고서 산다고그것도 간신히 마련했어
종수야 이새키 웃긴녀석이네 좀맞고 시작해야겠다 화장실로 불러
그러게 이녀석 가만두면 안되겠네 애들이 이새키 화장실로 델구와
아니 제발 꼭 담달에는 5만원 가져올테니 제발 때리지마
이새키야 그러니까 꼬박꼬박 상납금을 바쳐야지 너가 이러면 다른애들이 우릴 우습게본다고
이녀석 1000원에 한대씩 총20대만 패자
20대면 충분하지 아마정신좀 번쩍들어서 담달에는 잘준비하겠지 애들아 준비해
미안해 진짜 담달에는 꼭 준비할께 한번만 봐줘"
566,기타 괴롭힘 대화,"아가씨 여기 뭐가 맛있어
 여기 볶음밥이 맛있습니다
 아가씨도 먹어봤어?
 네 제가 먹어봤는데 맛있어요
 아가씨도 맛있어보이는데
 네?
 네?가 아니라 맛있어보인다고
 하.
 기분나뻐? 기분나쁘면 이런데서 알바하지말아야지
 신고할거에요"
567,기타 괴롭힘 대화,"대체 나한테 왜 이래?
너만 보면 빡치니깐
나 좀 그만 괴롭혀
난 너 괴롭힐려고 학교 나오는데
나 진짜 너무 힘들어 너때문에
고만좀 질질짜라.
쟤 우는것 좀 봐 웃긴다. 
난 아직 심하게 한것도 없는데 쟤 힘들데 
더 괴로힘을 당해 봐야 진짜 힘든게 뭔지 알지
으흐흑 그만해 제발."
568,기타 괴롭힘 대화,"나 이번에 장난감 총 샀다 !!
오 진짜? 한번 봐봐 보여줘
멋있지? 이거 쏴보고 싶은데
야 쟤한테 쏴봐 재밌겠다
야 너 거기 서있어봐
응 ? 왜 .?
장난감 총 샀는데 너한테 써보려고
아 .그러지마 .아프잖아
뭐가 아파 장난감인데 가만히 있어봐
이러지마 . 나 무서워"
569,갈취 대화,"1억 준비해라
 누구야?
 너 지난 달에 한 거 다 알고 있다 사진도 있어
 뭔소리야?
 그래? 모른척 하겠다?
 당신 뭐야?
 사진 있다고 말했다. 1시간 안에 1억 준비안하면 니 마누라와 회사에 제보한다
 도대체 왜 이러세요?
 긴 말 안할테니 1시간 후에 놀이터에서 보자
 여보세요? 여보세요?"
570,갈취 대화,"야 너 돈 좀 있냐?
아니. 없는데
웃기지 마 니 지갑에 돈 있는 거 다 봤어
있으면 어쩔건데.
어쩌긴 뭘 어째 이새끼야 헌납해야지
내가 왜 그래야 하는데.
이 새끼 봐라? 덜 맞았네
이제 그만해.
더 쳐맞기 싫으면 가진거 다 내놔.
알았어 미안해"
571,협박 대화,"집 앞이야 나와
나 집 아니야
너 방 불 켜져있는거 알아 나와
. 집에 부모님 계셔 시간도 너무 늦었고.
잠깐이면 돼 나오라고
전화로 하면 안돼? 나가기가 곤란해.
내가 올라갈까?
아니 제발. 그러지마 다음에 만나서 이야기하자
너 나올때까지 여기 있는다 밑에 나 보이지?
제발 그러지마
나올때까지 기다린다. 안 나오면 너네 집에 불 지를 줄 알아."
572,기타 괴롭힘 대화,"아 냄새 야 여기 어디서 하수구 냄새 안 나 ?
아우 뭐야 이 냄새?
아 얘 냄새인가 보다
아니야.
어우 얼른 맡아봐 얘 냄새인지
아 싫어 더러워
얘들아 냄새 안 나?!
아니야 나 아니야.
너가 말하니까 더 냄새나잖아
그냥 가만히 닥치고 있어"
573,갈취 대화,"아이유 콘서트 티켓이네?
응 정말 힘들게 티켓팅했어
나도 보고 싶은데 그렇게 재밌어?
응응 라이브 최고야
아 그럼 이거 나 주면 안돼?
뭐???
나도 아이유 콘서트 가고싶은데 내가다음에 티켓팅 성공하면 줄게
안되는데
안되는게 어딨어 친구들끼리 너무 그러지마 저번에 애들이 너 괴롭힐때 내가 도와줬잖아 안그랬으면 너 걸레 빤 물 흠뻑 뒤집어 쓰고 집에 갔을걸? 이건 그냥 나한테 그때 도움을 갚는다고 생각해
아.생각해볼게
내일까지 알려줘"
574,협박 대화,"자네 와이프 이쁘네
저하고 얘기 하시죠
내가 시킨거만 잘해주면돼
그건 좀 곤란합니다. 
곤란? 이제 니 와이프 손을 쓸 수 없게 될거야.
그건 안돼요.
그럼 내가 시키는대로 해
시키는일 할게요
니 와이프 손 절단 시키고 싶지 않으면 잘해야 될거야.
네 알고 있어요."
575,갈취 대화,"어이 거기 학생 일로와봐
네?. 저 돈없어요
아니 돈 빌려달라는거아니야
네 왜그러세요?
돈 좀 넘겨. 빌려달라는거 아니고 그냥 달라는거야
저 돈 없어요. 버스비밖에 없어요
그게 얼만데? 보자 와 많네 5만원짜리 있네
안돼요안돼요. 제 전재산이란말이에요
미안 이번만 신세좀
안돼요 ! 여기 도와주세요!"
576,직장 내 괴롭힘 대화,"오 최대리 옷차림 이쁜데? 뭐 어디 남자 꼬시러가?
저기 부장님 그런말 조심하셨으면 좋겠어요
엥? 왜 뭔데
성희롱적 발언 같아서
허참 정 그럼 네가 그런 말 듣기 싫으면 옷을 이쁘게 입질 말던가
네.
진짜 어이가 없네"
577,기타 괴롭힘 대화,"너 코 고칠 생각없어?
응? 왜?
아니 서경석 코 잖아 화살코 
그 말 좀 기분나쁜데
코 성형해봐 그럼 좀 이뻐질거같은데?
너 그거 외모 비하야 넌 얼마나 이쁘다고
너 생각해서 말 해준건데 왜 기분 나쁘게 받아들이냐
기분 나쁘잖아.
아니 맞잖아 너 코 못생겼잖아 그리고 난 얼마냐 이쁘냐고 ? 너보다는 이쁜거 같은데 넌 수술해야 이뻐지는거고 나는 아니잖아
그래 너 잘났다."
578,기타 괴롭힘 대화,"넌 왜 맨날 줄넘기 제대로 안해?
응 ? 아. 줄넘기 잘 못해서.
거짓말. 너 줄넘기 할 때마다 가슴 출렁거려서 그렇지?
.아니야. 그런 말하지마.
왜? 다른 애들도 다 알잖아 너 가슴큰거 
그런거 아냐. 
키는 작은데 왜 가슴만 크지? 다 가슴으로 간건가? 좋겠다. 
그렇게 큰 거아니야. 그만해
와 그게 큰게아니야? 달리기 할 때랑 줄넘기 할 때 남자애들이 니 가슴만 보던데? 
너 진짜 나쁘다. 하지말라고 계속 했잖아.
웃기네. 너도 그런 시선 즐기는 거 아니였어? 그렇게라도 남자애들이 쳐다봐줘서 좋아하는줄 알았지"
579,기타 괴롭힘 대화,"아야 애야 조심해야지
 아줌마가 뭔데 우리딸한테 뭐라그래요?
아니 애가 뛰다 부딪혀서
애가 뛰어놀수도있지 아줌마는 어렸을때 안뛰었어요?
장소에 가려 뛰어놀아야죠
애들이 그걸 구분하면 애에요? 어른이지?
아휴. 진정하세요
왜 우리애 기죽이고 그래요 집에서도 혼한번 안내고 자라는 애인데
. 그냥 갈게요
아줌마 사과하고 가세요!!!!!!!!!!!!!!"
580,협박 대화,"난 너 때문에 내 인생이 망가졌어. 널 죽여버리고 싶어. 죽일거야.
 내가 뭘 잘못했는데 도대체!
 넌 내게 지난 1년동안 스트레스를 줬어.
 신고할거야. 경찰에.
 신고해봐 어디. 그전에 널 죽일거니까. 난 총을 가지고 있거든.
 넌 날 못 쏴.
 아니? 난 널 쏠 수 있어. 그리고 너 애인도 같이 죽일거야.
 아니 넌 날 못 쏴. 그리고 이미 경찰이 오고 있어.
 그말 안 믿어. 잘못했다고 빌어.
 절대 안 빌거야."
